text,label
"What type of radiation exposure could occur in a nuclear power plant accident?",medical
"How does safe water impact global health?",medical
"What are the symptoms of plague?",medical
"What is schistosomiasis or bilharzia?",medical
"Which public health actions are most important to take?",medical
"Is the disease more complicated in women?",medical
"What are the effects of exposure to chlorine?",medical
"Do COVID-19 and tuberculosis spread in the same way?",medical
"What is hepatitis?",medical
"Has the vaccine been prequalified by WHO?",medical
"Are suicides preventable?",medical
"Who should not be vaccinated?",medical
"Why do the guidance levels for radioactive Iodine-131 in drinking water vary?",medical
"Does the handbook address disease and population specific quality initiatives, such as those for HIV and maternal and child health?",medical
"Why can’t we give water to a breastfeeding baby before the 6 months, even when it is hot?",medical
"What is the potential of genomics for public health?",medical
"Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?",medical
"In what settings is the EML antibiotic book intended to be used?",medical
"How are Leishmania parasites transmitted?",medical
"If I am in an area with an active plague outbreak, should I wear a mask to protect myself?",medical
"What is leishmaniasis?",medical
"As we have seen earlier, low frequency electromagnetic fields induce currents in the human body (see What happens when you are exposed to electromagnetic fields?",medical
"How to measure oxygen saturation?",medical
"What precautions are being followed?",medical
"What is the current status of dengue vaccine development?",medical
"When should I get a test for COVID-19?",medical
"Can unsafe abortions be prevented?",medical
"How can yaws be treated?",medical
"What are the signs and symptoms of visceral leishmaniasis (VL) and PKDL?",medical
"We already do all the things on the Checklist. Why should we use it?",medical
"How can we tackle NTDs?",medical
"How much blood will be taken? Will I have enough?",medical
"Why is gaming disorder being included in ICD-11?",medical
"What can I do to prevent infection?",medical
"What are recommendations?",medical
"Is this a WHO guideline?",medical
"What are the economic costs of lead paint?",medical
"Is it healthy to eat moderate amounts of fats and oils?",medical
"What is the difference between gender, sex, gender identity, gender expression and sexual orientation?",medical
"What are neurological disorders and how many people are affected by them?",medical
"Will 2030 really signal the end of suffering from NTDs?",medical
"How is wastewater testing used for COVID-19?",medical
"Can medical abortion be self-managed by the client herself?",medical
"What is meant by a fair price?",medical
"What regions are most impacted?",medical
"Should we memorize the Checklist?",medical
"How long might the health workforce crisis last?",medical
"Where do the diseases occur?",medical
"Do clinical trials continue after a product has been assessed and listed under the EUL procedure?",medical
"Which cut-offs should we use for defining obesity risk in children?",medical
"How can trachoma be prevented and controled?",medical
"Why is it important for policymakers?",medical
"Should the smallpox vaccine be widely used to protect people?",medical
"What events led WHO to investigate a causal link between Zika virus and complications including microcephaly and Guillian-Barré syndrome?",medical
"How does healthy ageing differ from active ageing?",medical
"What are examples from the energy sector?",medical
"Is there any guidance on the impact on the mental health of populations of exposure to chemical weapons?",medical
"What is the Global Alliance to Eliminate Lead Paint and what are its aims?",medical
"What is the WHO Global Task Force on e-/mHealth and TB and what is its mandate?",medical
"What is the situation regarding foodborne diseases in developed and developing countries?",medical
"What if a medicine recommended as first choice treatment option is not available in a given country?",medical
"Does the EUL procedure ensure rapid availability?",medical
"What is the treatment for dengue?",medical
"Where can I find more information on the work of the Task Force and how can I get involved in its work?",medical
